============================================================================================================================
      Date     Time  Temp SpCond   Cond  Resist   TDS    Sal   Depth    pH      pH   Chl   Chl Turbid+ ODOsat    ODO Battery
     y/m/d hh:mm:ss     C  uS/cm  uS/cm  Ohm*cm   g/L    ppt  meters            mV  ug/L   RFU     NTU      %   mg/L   volts
----------------------------------------------------------------------------------------------------------------------------
2019/12/09 01:31:14 12.57  38484  29350 34.0714 25.01  24.46   1.551  7.82   -65.7  -0.3  -0.1    19.8   92.9   8.48    12.4
2019/12/09 01:37:14 12.57  38506  29365 34.0544 25.03  24.47   1.554  7.82   -65.5   0.0   0.0    18.9   92.8   8.47    12.4
2019/12/09 01:43:14 12.57  38523  29374 34.0437 25.04  24.48   1.558  7.82   -65.4  -0.2   0.0    18.8   92.7   8.46    12.4
2019/12/09 01:49:14 12.56  38518  29365 34.0544 25.04  24.48   1.562  7.82   -65.4  -0.3  -0.1    17.7   93.0   8.50    12.4
2019/12/09 01:55:14 12.56  38533  29380 34.0369 25.05  24.49   1.566  7.82   -65.5  -0.7  -0.2    16.8   92.7   8.46    12.4
2019/12/09 02:01:14 12.56  38548  29390 34.0250 25.06  24.50   1.571  7.82   -65.7   0.5   0.1    16.7   92.9   8.48    12.4
2019/12/09 02:07:14 12.57  38563  29404 34.0086 25.07  24.51   1.576  7.82   -65.7  -0.2   0.0    18.3   93.1   8.49    12.5
2019/12/09 02:13:14 12.56  38569  29407 34.0052 25.07  24.52   1.580  7.82   -65.7  -0.6  -0.1    18.5   93.1   8.50    12.4
2019/12/09 02:19:14 12.56  38584  29417 33.9940 25.08  24.53   1.587  7.82   -65.7   0.1   0.0    15.6   92.9   8.48    12.4
2019/12/09 02:25:14 12.56  38620  29444 33.9629 25.10  24.55   1.592  7.82   -65.4  -0.2  -0.1    14.5   92.7   8.46    12.3
2019/12/09 02:31:14 12.55  38561  29391 34.0245 25.06  24.51   1.598  7.81   -65.2  -0.7  -0.2    12.5   92.3   8.43    12.4
2019/12/09 02:37:14 12.54  38581  29401 34.0120 25.08  24.52   1.604  7.81   -65.2  -0.2  -0.1    12.4   92.2   8.42    12.4
2019/12/09 02:43:14 12.55  38632  29443 33.9635 25.11  24.56   1.610  7.82   -65.4  -0.5  -0.1    15.0   92.4   8.43    12.4
2019/12/09 02:49:14 12.55  38639  29450 33.9562 25.12  24.56   1.615  7.82   -65.4  -0.5  -0.1    14.0   92.8   8.47    12.4
2019/12/09 02:55:14 12.54  38690  29482 33.9185 25.15  24.60   1.620  7.82   -65.6  -0.7  -0.2    12.3   92.5   8.44    12.5
2019/12/09 03:01:14 12.55  38957  29693 33.6776 25.32  24.79   1.624  7.82   -65.4  -0.3  -0.1    12.8   92.3   8.41    12.4
2019/12/09 03:07:14 12.55  39122  29820 33.5342 25.43  24.90   1.628  7.82   -65.4  -0.8  -0.2    10.1   92.3   8.40    12.4
2019/12/09 03:13:14 12.54  38837  29594 33.7904 25.24  24.70   1.632  7.81   -65.1  -0.9  -0.2    10.6   91.6   8.35    12.4
2019/12/09 03:19:14 12.53  38857  29600 33.7837 25.26  24.72   1.637  7.81   -65.4  -0.6  -0.1    11.2   91.7   8.37    12.3
2019/12/09 03:25:14 12.54  39155  29840 33.5122 25.45  24.93   1.640  7.82   -65.6  -0.3  -0.1    16.7   92.3   8.41    12.4
2019/12/09 03:31:14 12.54  39079  29775 33.5848 25.40  24.87   1.644  7.82   -65.4  -0.1   0.0    11.7   91.9   8.37    12.5
2019/12/09 03:37:14 12.54  39303  29951 33.3882 25.55  25.03   1.648  7.82   -65.4  -0.1   0.0    12.5   92.6   8.42    12.5
2019/12/09 03:43:14 12.54  39413  30035 33.2949 25.62  25.11   1.652  7.81   -65.4  -0.7  -0.2    11.5   92.0   8.37    12.5
2019/12/09 03:49:14 12.52  40252  30656 32.6198 26.16  25.70   1.656  7.82   -65.4  -0.1   0.0    13.7   92.2   8.36    12.4
2019/12/09 03:55:14 12.52  40237  30644 32.6333 26.15  25.69   1.661  7.82   -65.9  -0.7  -0.2    14.9   92.8   8.42    12.4
2019/12/09 04:01:14 12.52  40036  30494 32.7932 26.02  25.55   1.665  7.82   -65.8  -0.3  -0.1    11.8   93.1   8.45    12.4
2019/12/09 04:07:14 12.50  40499  30833 32.4333 26.32  25.87   1.669  7.83   -66.0  -0.2   0.0    11.4   92.7   8.40    12.4
2019/12/09 04:13:14 12.47  41724  31737 31.5087 27.12  26.74   1.673  7.83   -66.0  -0.3  -0.1    12.2   92.8   8.37    12.5
2019/12/09 04:19:14 12.47  42212  32105 31.1473 27.44  27.08   1.677  7.83   -66.2  -0.4  -0.1    11.1   92.0   8.28    12.4
2019/12/09 04:25:14 12.45  42937  32646 30.6312 27.91  27.60   1.681  7.83   -66.5  -0.5  -0.1    14.5   92.7   8.32    12.4
2019/12/09 04:31:14 12.44  43417  33004 30.2994 28.22  27.94   1.685  7.84   -66.7  -0.7  -0.2    10.4   92.5   8.28    12.4
2019/12/09 04:37:14 12.44  43328  32933 30.3650 28.16  27.87   1.689  7.84   -66.7  -0.6  -0.1     7.8   92.2   8.26    12.4
2019/12/09 04:43:14 12.44  42868  32587 30.6872 27.86  27.55   1.694  7.84   -66.9  -0.6  -0.1     6.6   92.3   8.28    12.4
2019/12/09 04:49:14 12.44  42817  32545 30.7268 27.83  27.51   1.698  7.84   -66.5  -0.7  -0.2     6.1   91.7   8.24    12.4
2019/12/09 04:55:14 12.44  42772  32509 30.7609 27.80  27.48   1.703  7.83   -66.5  -0.5  -0.1     6.4   92.2   8.28    12.3
2019/12/09 05:01:14 12.44  42620  32396 30.8685 27.70  27.37   1.709  7.84   -66.6  -0.6  -0.1     6.3   92.5   8.31    12.4
2019/12/09 05:07:14 12.45  42265  32131 31.1227 27.47  27.12   1.713  7.84   -66.7  -0.2   0.0     6.6   92.1   8.29    12.4
2019/12/09 05:13:14 12.44  42891  32604 30.6706 27.88  27.56   1.717  7.84   -66.6  -0.7  -0.2     6.9   91.8   8.24    12.3
2019/12/09 05:19:14 12.43  43732  33231 30.0920 28.43  28.16   1.721  7.83   -66.3  -0.3  -0.1     8.4   91.2   8.16    12.4
2019/12/09 05:25:14 12.42  44402  33730 29.6468 28.86  28.64   1.724  7.84   -66.8  -1.2  -0.3     5.7   91.8   8.19    12.5
2019/12/09 05:31:14 12.41  44965  34152 29.2806 29.23  29.04   1.729  7.84   -67.0   0.1   0.0     5.6   91.6   8.15    12.4
2019/12/09 05:37:14 12.41  45013  34189 29.2488 29.26  29.08   1.733  7.84   -66.8  -0.8  -0.2     5.9   91.0   8.10    12.5
2019/12/09 05:43:14 12.41  45084  34240 29.2054 29.30  29.13   1.737  7.84   -66.9  -0.7  -0.2     5.1   91.3   8.12    12.4
2019/12/09 05:49:14 12.41  44932  34128 29.3015 29.21  29.02   1.741  7.84   -66.9   0.1   0.0     6.4   90.9   8.10    12.4
2019/12/09 05:55:14 12.41  44769  34003 29.4092 29.10  28.90   1.745  7.84   -66.8   0.1   0.0     5.0   91.2   8.13    12.4
2019/12/09 06:01:14 12.43  42899  32600 30.6752 27.88  27.57   1.751  7.84   -66.9   0.2   0.0    20.6   92.4   8.29    12.4
2019/12/09 06:07:14 12.41  44246  33607 29.7553 28.76  28.53   1.754  7.84   -66.9  -1.0  -0.2     7.6   91.7   8.19    12.4
2019/12/09 06:13:14 12.40  44482  33781 29.6022 28.91  28.70   1.758  7.84   -67.0  -0.4  -0.1     6.2   92.0   8.21    12.4
2019/12/09 06:19:14 12.39  44636  33889 29.5084 29.01  28.81   1.761  7.85   -67.1  -0.9  -0.2     6.8   91.2   8.14    12.4
2019/12/09 06:25:15 12.37  45375  34425 29.0488 29.49  29.33   1.764  7.85   -67.1  -1.0  -0.2     6.4   91.4   8.13    12.3
2019/12/09 06:31:14 12.36  45500  34516 28.9724 29.57  29.42   1.767  7.85   -67.2  -0.3  -0.1     5.6   91.6   8.14    12.4
2019/12/09 06:37:14 12.35  45607  34592 28.9086 29.64  29.50   1.770  7.85   -67.3  -0.2   0.0     4.8   90.9   8.08    12.4
2019/12/09 06:43:14 12.35  45720  34674 28.8402 29.72  29.58   1.773  7.85   -67.3   0.1   0.0     5.2   91.5   8.13    12.5
2019/12/09 06:49:14 12.35  45881  34793 28.7414 29.82  29.70   1.775  7.85   -67.6   0.5   0.1     5.9   92.3   8.19    12.4
2019/12/09 06:55:14 12.36  45478  34500 28.9855 29.56  29.41   1.778  7.85   -67.5  -0.8  -0.2     5.1   91.9   8.17    12.5
2019/12/09 07:01:14 12.36  45378  34427 29.0472 29.50  29.34   1.780  7.85   -67.3  -0.9  -0.2     4.5   91.5   8.14    12.4
2019/12/09 07:07:14 12.36  45374  34424 29.0496 29.49  29.33   1.782  7.85   -67.2  -0.3  -0.1     4.0   90.7   8.06    12.4
2019/12/09 07:13:14 12.36  45436  34470 29.0110 29.53  29.38   1.784  7.85   -67.2  -1.2  -0.3     3.7   90.7   8.07    12.5
2019/12/09 07:19:14 12.36  45535  34543 28.9494 29.60  29.45   1.785  7.85   -67.3  -1.1  -0.3     3.9   90.8   8.07    12.5
2019/12/09 07:25:14 12.36  45623  34611 28.8923 29.65  29.51   1.786  7.85   -67.4   0.4   0.1     4.5   90.9   8.08    12.4
2019/12/09 07:31:14 12.37  45685  34660 28.8516 29.70  29.56   1.788  7.85   -67.5  -0.3  -0.1     3.5   91.2   8.10    12.5
2019/12/09 07:37:14 12.37  45453  34487 28.9962 29.54  29.39   1.790  7.85   -67.4  -0.4  -0.1     3.9   91.0   8.09    12.4
2019/12/09 07:43:14 12.37  45429  34472 29.0093 29.53  29.37   1.792  7.85   -67.3  -1.6  -0.4     3.6   90.4   8.04    12.4
2019/12/09 07:49:14 12.37  45340  34406 29.0645 29.47  29.31   1.792  7.85   -67.1  -0.1   0.0     4.0   89.9   7.99    12.4
2019/12/09 07:55:14 12.37  45360  34420 29.0529 29.48  29.32   1.792  7.84   -67.0  -0.8  -0.2     4.2   89.3   7.95    12.4
2019/12/09 08:01:14 12.36  45765  34716 28.8053 29.75  29.61   1.793  7.85   -67.3  -0.5  -0.1     4.7   89.3   7.93    12.4
2019/12/09 08:07:14 12.35  46011  34890 28.6618 29.91  29.79   1.793  7.85   -67.4  -0.3  -0.1     4.0   90.1   8.00    12.4
2019/12/09 08:13:14 12.33  46012  34881 28.6690 29.91  29.79   1.793  7.85   -67.3  -1.1  -0.2     3.7   89.8   7.97    12.4
2019/12/09 08:19:14 12.33  46001  34869 28.6787 29.90  29.78   1.792  7.86   -67.6  -1.0  -0.2     4.1   88.8   7.88    12.4
2019/12/09 08:25:14 12.33  46008  34874 28.6746 29.91  29.79   1.792  7.85   -67.6  -0.8  -0.2     5.4   89.4   7.93    12.4
2019/12/09 08:31:15 12.34  46273  35084 28.5030 30.08  29.98   1.790  7.86   -67.7  -1.2  -0.3     4.1   89.1   7.90    12.5
2019/12/09 08:37:14 12.34  46387  35173 28.4310 30.15  30.06   1.788  7.86   -67.9  -0.3  -0.1     4.5   89.3   7.91    12.4
2019/12/09 08:43:14 12.34  46288  35099 28.4911 30.09  29.99   1.788  7.86   -67.7  -0.4  -0.1     4.2   88.0   7.80    12.4
2019/12/09 08:49:14 12.35  46250  35071 28.5134 30.06  29.96   1.787  7.85   -67.6  -0.4  -0.1     4.1   88.5   7.84    12.3
2019/12/09 08:55:14 12.35  46137  34987 28.5818 29.99  29.88   1.786  7.85   -67.6  -0.6  -0.1     5.6   89.4   7.93    12.4
2019/12/09 09:01:14 12.35  46068  34938 28.6225 29.94  29.83   1.785  7.85   -67.6  -1.1  -0.3     4.5   88.8   7.88    12.4
2019/12/09 09:07:14 12.33  45353  34375 29.0909 29.48  29.32   1.784  7.85   -67.6   0.5   0.1     7.5   91.1   8.11    12.4
2019/12/09 09:13:14 12.31  44605  33792 29.5928 28.99  28.78   1.784  7.85   -67.4  -1.0  -0.2     6.9   90.5   8.08    12.4
2019/12/09 09:19:14 12.31  44398  33639 29.7277 28.86  28.63   1.782  7.85   -67.1  -0.2  -0.1     9.0   91.3   8.17    12.4
2019/12/09 09:25:14 12.32  44330  33591 29.7700 28.81  28.58   1.781  7.85   -67.3  -0.6  -0.1     9.5   91.9   8.22    12.5
2019/12/09 09:31:14 12.27  43158  32666 30.6129 28.05  27.75   1.781  7.85   -67.3  -0.9  -0.2    10.7   91.5   8.23    12.4
2019/12/09 09:37:14 12.24  41877  31674 31.5718 27.22  26.84   1.781  7.84   -66.8  -1.5  -0.3    10.5   91.5   8.29    12.5
2019/12/09 09:43:14 12.26  42082  31840 31.4072 27.35  26.98   1.778  7.84   -66.6  -0.2   0.0    10.4   91.9   8.31    12.3
2019/12/09 09:49:14 12.21  40012  30234 33.0749 26.01  25.52   1.777  7.84   -66.7  -0.5  -0.1     9.7   92.0   8.41    12.4
2019/12/09 09:55:14 12.21  40465  30583 32.6979 26.30  25.84   1.775  7.84   -66.5  -0.9  -0.2    11.2   92.3   8.42    12.4
2019/12/09 10:01:14 12.16  39268  29639 33.7391 25.52  24.99   1.775  7.83   -66.3  -0.6  -0.1    11.9   92.2   8.46    12.4
2019/12/09 10:07:14 12.19  39031  29481 33.9196 25.37  24.83   1.772  7.83   -66.2  -0.6  -0.1     9.7   92.7   8.51    12.3
2019/12/09 10:13:14 12.14  38757  29238 34.2017 25.19  24.64   1.771  7.83   -66.1  -0.7  -0.2     9.7   92.0   8.47    12.4
2019/12/09 10:19:14 12.17  38762  29261 34.1755 25.20  24.64   1.768  7.83   -66.0  -0.9  -0.2     9.2   91.7   8.43    12.4
2019/12/09 10:25:14 12.21  39176  29605 33.7781 25.46  24.93   1.765  7.83   -66.0  -1.3  -0.3     8.8   92.0   8.44    12.4
2019/12/09 10:31:14 12.24  39418  29809 33.5468 25.62  25.10   1.763  7.83   -66.0  -0.9  -0.2     8.9   91.9   8.41    12.4
2019/12/09 10:37:15 12.26  39081  29568 33.8199 25.40  24.87   1.762  7.82   -65.8  -0.9  -0.2     9.5   91.9   8.42    12.5
2019/12/09 10:43:14 12.25  39236  29679 33.6942 25.50  24.97   1.762  7.82   -65.8  -1.2  -0.3     9.0   91.7   8.41    12.4
2019/12/09 10:49:14 12.26  39238  29689 33.6820 25.50  24.98   1.762  7.82   -65.8  -0.5  -0.1     9.0   91.5   8.38    12.3
2019/12/09 10:55:14 12.24  38855  29387 34.0290 25.26  24.71   1.763  7.82   -65.8  -0.2   0.0     8.8   91.4   8.39    12.5
2019/12/09 11:01:14 12.25  38683  29263 34.1726 25.14  24.59   1.763  7.82   -65.6  -0.9  -0.2     9.2   92.3   8.47    12.4
2019/12/09 11:07:14 12.27  38904  29442 33.9652 25.29  24.74   1.761  7.82   -65.7  -0.8  -0.2     9.5   91.6   8.40    12.4
2019/12/09 11:13:14 12.24  38588  29180 34.2698 25.08  24.52   1.762  7.82   -65.6  -1.0  -0.2     8.6   91.9   8.44    12.4
2019/12/09 11:19:14 12.24  38620  29205 34.2406 25.10  24.54   1.763  7.82   -65.6  -0.6  -0.1     8.8   91.6   8.42    12.4
2019/12/09 11:25:14 12.22  38637  29205 34.2406 25.11  24.55   1.764  7.82   -65.6  -0.6  -0.1     9.0   91.0   8.37    12.4
2019/12/09 11:31:14 12.22  38612  29188 34.2601 25.10  24.54   1.763  7.82   -65.4   0.0   0.0     8.3   90.6   8.33    12.4
2019/12/09 11:37:14 12.22  38662  29226 34.2166 25.13  24.57   1.764  7.81   -65.3  -0.7  -0.2     8.2   90.8   8.35    12.5
2019/12/09 11:43:14 12.22  38652  29215 34.2286 25.12  24.56   1.765  7.82   -65.4  -0.8  -0.2     8.3   91.0   8.37    12.3
2019/12/09 11:49:14 12.25  38854  29395 34.0194 25.26  24.71   1.764  7.81   -65.1  -1.0  -0.2     8.3   89.7   8.24    12.4
2019/12/09 11:55:14 12.23  38824  29354 34.0663 25.24  24.69   1.766  7.81   -65.1  -1.3  -0.3     7.5   90.0   8.27    12.5
2019/12/09 12:01:14 12.22  38784  29320 34.1060 25.21  24.66   1.768  7.81   -64.8  -0.6  -0.1     6.7   89.8   8.25    12.5
2019/12/09 12:07:14 12.22  38846  29360 34.0595 25.25  24.70   1.771  7.82   -65.5   0.2   0.0    12.5   91.6   8.41    12.4
2019/12/09 12:13:14 12.23  38918  29422 33.9883 25.30  24.75   1.772  7.82   -65.3  -1.3  -0.3     8.3   91.2   8.37    12.5
2019/12/09 12:19:14 12.23  38915  29421 33.9894 25.29  24.75   1.775  7.82   -65.4  -0.4  -0.1     7.5   91.2   8.37    12.4
2019/12/09 12:25:14 12.25  38984  29494 33.9050 25.34  24.80   1.776  7.81   -65.2  -1.5  -0.3     6.8   90.8   8.33    12.4
2019/12/09 12:31:14 12.25  38968  29482 33.9191 25.33  24.79   1.779  7.81   -65.2  -1.4  -0.3     7.7   91.0   8.35    12.5
2019/12/09 12:37:14 12.28  39003  29527 33.8669 25.35  24.81   1.781  7.81   -65.2  -1.3  -0.3     7.0   91.3   8.36    12.4
2019/12/09 12:43:14 12.30  39060  29585 33.8010 25.39  24.85   1.783  7.81   -65.3  -2.2  -0.5     7.8   91.6   8.39    12.4
2019/12/09 12:49:14 12.32  39107  29633 33.7458 25.42  24.89   1.786  7.82   -65.5  -0.3  -0.1     7.5   90.6   8.29    12.4
2019/12/09 12:55:14 12.32  39092  29621 33.7597 25.41  24.88   1.790  7.82   -65.4  -1.0  -0.2     7.0   91.6   8.39    12.5
2019/12/09 13:01:14 12.32  39093  29628 33.7519 25.41  24.88   1.794  7.82   -65.4  -1.4  -0.3     7.0   91.2   8.35    12.5
2019/12/09 13:07:14 12.32  39047  29594 33.7909 25.38  24.84   1.797  7.82   -65.6  -0.9  -0.2     8.9   92.1   8.43    12.4
2019/12/09 13:13:14 12.32  39057  29598 33.7865 25.39  24.85   1.802  7.82   -65.6  -0.9  -0.2     6.2   92.0   8.42    12.4
2019/12/09 13:19:14 12.32  39094  29623 33.7581 25.41  24.88   1.805  7.82   -65.4  -1.1  -0.3     6.5   91.4   8.37    12.4
2019/12/09 13:25:14 12.31  39079  29607 33.7753 25.40  24.87   1.809  7.82   -65.6  -1.5  -0.3     6.2   91.6   8.38    12.5
2019/12/09 13:31:15 12.31  39155  29663 33.7119 25.45  24.92   1.813  7.82   -65.5  -1.0  -0.2     7.3   91.3   8.35    12.4
2019/12/09 13:37:14 12.29  39064  29583 33.8026 25.39  24.86   1.817  7.82   -65.7  -1.1  -0.3     6.5   91.9   8.42    12.4
2019/12/09 13:43:14 12.28  39107  29606 33.7764 25.42  24.88   1.822  7.82   -65.6  -1.2  -0.3     7.1   91.0   8.34    12.4
2019/12/09 13:49:14 12.29  39161  29654 33.7225 25.45  24.92   1.826  7.82   -65.6  -0.6  -0.1     6.4   91.5   8.38    12.5
2019/12/09 13:55:15 12.30  39421  29858 33.4914 25.62  25.11   1.830  7.82   -65.7  -0.6  -0.1     6.5   91.6   8.38    12.5
2019/12/09 14:01:14 12.32  39679  30066 33.2602 25.79  25.29   1.834  7.82   -65.9  -1.2  -0.3     6.6   92.0   8.40    12.4
2019/12/09 14:07:14 12.31  39807  30160 33.1569 25.87  25.38   1.840  7.82   -65.8  -0.3  -0.1     7.2   92.2   8.42    12.5
2019/12/09 14:13:14 12.32  40098  30386 32.9096 26.06  25.58   1.844  7.82   -65.9  -0.9  -0.2     6.4   91.1   8.30    12.4
2019/12/09 14:19:14 12.33  40381  30605 32.6744 26.25  25.78   1.849  7.83   -65.9  -0.5  -0.1     7.8   91.9   8.36    12.4
2019/12/09 14:25:14 12.32  40405  30619 32.6593 26.26  25.80   1.855  7.83   -66.0  -0.2  -0.1     6.2   92.3   8.40    12.4
2019/12/09 14:31:14 12.32  40418  30628 32.6499 26.27  25.81   1.861  7.83   -66.0  -1.0  -0.2     5.6   92.0   8.37    12.5
2019/12/09 14:37:14 12.32  40593  30760 32.5095 26.39  25.93   1.867  7.83   -66.0  -1.1  -0.3     5.6   91.3   8.31    12.4
2019/12/09 14:43:14 12.31  41005  31069 32.1866 26.65  26.22   1.873  7.83   -66.0  -1.0  -0.2     5.4   91.7   8.33    12.4
2019/12/09 14:49:14 12.30  41409  31367 31.8804 26.92  26.51   1.878  7.83   -66.4  -0.8  -0.2     7.3   92.4   8.37    12.4
2019/12/09 14:55:14 12.30  41466  31408 31.8393 26.95  26.55   1.885  7.84   -66.5  -0.4  -0.1     5.1   92.1   8.35    12.4
2019/12/09 15:01:14 12.30  42531  32217 31.0397 27.65  27.30   1.889  7.84   -66.7  -0.6  -0.1     5.4   92.1   8.30    12.4
2019/12/09 15:07:14 12.31  43287  32792 30.4952 28.14  27.84   1.893  7.84   -66.8  -1.6  -0.4     4.7   91.4   8.22    12.4
2019/12/09 15:13:14 12.30  44099  33401 29.9389 28.66  28.42   1.899  7.84   -67.0  -1.5  -0.3     4.3   91.5   8.19    12.4
2019/12/09 15:19:14 12.29  44514  33708 29.6665 28.93  28.71   1.905  7.85   -67.1  -1.0  -0.2     4.8   91.3   8.17    12.4
2019/12/09 15:25:15 12.30  45016  34094 29.3309 29.26  29.07   1.910  7.85   -67.4  -1.8  -0.4     5.7   91.6   8.17    12.5
2019/12/09 15:31:15 12.30  45261  34280 29.1713 29.42  29.25   1.916  7.85   -67.4  -0.2  -0.1     4.6   91.2   8.13    12.5
2019/12/09 15:37:14 12.30  45971  34821 28.7181 29.88  29.76   1.921  7.86   -67.8  -0.6  -0.1     6.8   92.2   8.19    12.4
2019/12/09 15:43:14 12.30  45895  34762 28.7673 29.83  29.70   1.928  7.86   -67.6  -0.4  -0.1     8.2   92.3   8.20    12.5
2019/12/09 15:49:14 12.30  45845  34725 28.7980 29.80  29.67   1.935  7.86   -67.7  -1.0  -0.2     7.2   92.0   8.18    12.5
2019/12/09 15:55:14 12.30  45813  34701 28.8175 29.78  29.64   1.942  7.86   -67.7   0.0   0.0     7.2   92.1   8.19    12.4
2019/12/09 16:01:14 12.30  46042  34878 28.6714 29.93  29.81   1.948  7.86   -67.9  -0.7  -0.2     8.6   91.7   8.14    12.4
2019/12/09 16:07:14 12.31  46540  35264 28.3578 30.25  30.17   1.954  7.86   -68.1  -0.8  -0.2    11.3   91.2   8.08    12.5
2019/12/09 16:13:14 12.32  46820  35480 28.1845 30.43  30.37   1.962  7.87   -68.4   0.0   0.0    11.9   91.9   8.13    12.5
2019/12/09 16:19:14 12.30  44567  33756 29.6245 28.97  28.75   1.973  7.86   -67.7  -1.2  -0.3     6.5   91.6   8.19    12.5
2019/12/09 16:25:14 12.30  44230  33500 29.8507 28.75  28.51   1.981  7.85   -67.5  -1.1  -0.3     4.8   91.8   8.22    12.4
2019/12/09 16:31:14 12.30  44770  33912 29.4880 29.10  28.90   1.988  7.86   -67.6  -0.8  -0.2     6.2   92.1   8.23    12.4
2019/12/09 16:37:14 12.30  44531  33729 29.6476 28.95  28.73   1.996  7.86   -67.6  -0.8  -0.2     6.2   92.5   8.26    12.4
2019/12/09 16:43:14 12.30  44706  33862 29.5314 29.06  28.85   2.004  7.86   -67.7  -0.4  -0.1     6.2   91.9   8.21    12.5
2019/12/09 16:49:14 12.30  45078  34145 29.2873 29.30  29.12   2.011  7.86   -67.6  -1.1  -0.2     6.8   91.7   8.18    12.5
2019/12/09 16:55:14 12.30  45366  34364 29.1000 29.49  29.32   2.018  7.85   -67.5  -0.8  -0.2     6.1   91.6   8.15    12.5
2019/12/09 17:01:14 12.31  46056  34894 28.6586 29.94  29.82   2.024  7.86   -67.9  -0.2   0.0     9.2   91.9   8.15    12.4
2019/12/09 17:07:14 12.32  46452  35198 28.4105 30.19  30.10   2.029  7.86   -68.1  -0.7  -0.2     7.4   91.4   8.10    12.4
2019/12/09 17:13:14 12.32  46798  35465 28.1969 30.42  30.35   2.036  7.87   -68.4   0.2   0.0     7.5   91.8   8.12    12.5
2019/12/09 17:19:14 12.32  46696  35386 28.2600 30.35  30.28   2.043  7.87   -68.4  -0.3  -0.1     7.8   91.4   8.09    12.3
2019/12/09 17:25:14 12.32  46909  35551 28.1288 30.49  30.43   2.049  7.87   -68.5  -0.6  -0.1     9.0   92.0   8.13    12.4
2019/12/09 17:31:14 12.33  47091  35693 28.0164 30.61  30.57   2.054  7.88   -68.7   0.0   0.0    11.8   92.4   8.16    12.4
2019/12/09 17:37:14 12.33  47151  35740 27.9797 30.65  30.61   2.061  7.88   -68.9   0.1   0.0    10.0   92.5   8.17    12.4
2019/12/09 17:43:14 12.33  47213  35789 27.9415 30.69  30.65   2.067  7.88   -68.9  -0.9  -0.2    11.3   92.7   8.19    12.5
2019/12/09 17:49:14 12.33  47207  35784 27.9453 30.68  30.65   2.073  7.88   -68.8  -1.0  -0.2     7.8   92.4   8.16    12.4
2019/12/09 17:55:14 12.33  47070  35681 28.0264 30.60  30.55   2.080  7.88   -68.7  -0.4  -0.1     7.6   92.0   8.13    12.5
2019/12/09 18:01:14 12.33  45744  34670 28.8434 29.73  29.60   2.087  7.87   -68.2  -0.2  -0.1     6.3   92.3   8.20    12.4
2019/12/09 18:07:14 12.32  45773  34690 28.8264 29.75  29.62   2.093  7.86   -68.1  -1.0  -0.2     5.9   92.4   8.21    12.4
2019/12/09 18:13:14 12.32  45597  34554 28.9404 29.64  29.49   2.098  7.86   -68.0  -0.3  -0.1     6.2   92.3   8.21    12.4
2019/12/09 18:19:14 12.33  45795  34709 28.8110 29.77  29.63   2.102  7.87   -68.2   0.6   0.1     4.9   92.0   8.17    12.4
2019/12/09 18:25:14 12.33  45846  34752 28.7754 29.80  29.67   2.105  7.87   -68.3  -0.2  -0.1     4.4   92.6   8.22    12.4
2019/12/09 18:31:14 12.33  46015  34881 28.6690 29.91  29.79   2.108  7.87   -68.4  -1.1  -0.3     4.3   92.3   8.19    12.4
2019/12/09 18:37:14 12.33  46121  34961 28.6033 29.98  29.87   2.110  7.87   -68.4  -0.6  -0.1     3.8   92.2   8.18    12.4
2019/12/09 18:43:14 12.33  46283  35082 28.5046 30.08  29.98   2.113  7.87   -68.5  -0.9  -0.2     5.3   92.7   8.21    12.3
2019/12/09 18:49:14 12.33  46381  35157 28.4437 30.15  30.05   2.115  7.87   -68.4  -1.6  -0.4     4.6   92.0   8.15    12.5
2019/12/09 18:55:14 12.33  46467  35223 28.3908 30.20  30.12   2.115  7.87   -68.4   0.2   0.0     4.7   91.7   8.12    12.4
2019/12/09 19:01:14 12.33  46531  35271 28.3523 30.25  30.16   2.117  7.87   -68.4  -1.1  -0.2     4.4   92.2   8.17    12.4
