Gran Titration Data Report - Nielsen Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sample ID,,,,,,,,,,,Name,,,,,Result,,,,,,,,,State,,,,
,338,,,,2.2400,,,,,,,277.0,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,341,,,,2.2600,,,,,,,277.2,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,344,,,,2.2800,,,,,,,277.3,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,347,,,,2.3000,,,,,,,277.5,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,350,,,,2.3200,,,,,,,277.6,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,353,,,,2.3400,,,,,,,277.8,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,356,,,,2.3600,,,,,,,278.0,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,359,,,,2.3800,,,,,,,278.1,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,362,,,,2.4000,,,,,,,278.3,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,365,,,,2.4200,,,,,,,278.5,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,368,,,,2.4400,,,,,,,278.6,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,371,,,,2.4600,,,,,,,278.8,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,374,,,,2.4800,,,,,,,279.0,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,377,,,,2.5000,,,,,,,279.2,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,380,,,,2.5200,,,,,,,279.3,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,383,,,,2.5400,,,,,,,279.5,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,386,,,,2.5600,,,,,,,279.6,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,389,,,,2.5800,,,,,,,279.8,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,392,,,,2.6000,,,,,,,280.0,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,395,,,,2.6200,,,,,,,280.1,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,398,,,,2.6400,,,,,,,280.3,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,402,,,,2.6600,,,,,,,280.4,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,404,,,,2.6800,,,,,,,280.6,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,408,,,,2.7000,,,,,,,280.7,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,411,,,,2.7200,,,,,,,280.9,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,414,,,,2.7400,,,,,,,281.0,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,417,,,,2.7600,,,,,,,281.2,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,420,,,,2.7800,,,,,,,281.3,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,423,,,,2.8000,,,,,,,281.4,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,426,,,,2.8200,,,,,,,281.6,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,429,,,,2.8400,,,,,,,281.7,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,432,,,,2.8600,,,,,,,281.9,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,435,,,,2.8800,,,,,,,282.0,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,438,,,,2.9000,,,,,,,282.2,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,441,,,,2.9200,,,,,,,282.3,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,444,,,,2.9400,,,,,,,282.5,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,447,,,,2.9600,,,,,,,282.6,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,450,,,,2.9800,,,,,,,282.7,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,453,,,,3.0000,,,,,,,282.8,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,456,,,,3.0200,,,,,,,283.0,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,459,,,,3.0400,,,,,,,283.1,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,462,,,,3.0600,,,,,,,283.2,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,465,,,,3.0800,,,,,,,283.4,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,468,,,,3.1000,,,,,,,283.5,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,471,,,,3.1200,,,,,,,283.7,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,474,,,,3.1400,,,,,,,283.8,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,477,,,,3.1600,,,,,,,283.9,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,480,,,,3.1800,,,,,,,284.0,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,483,,,,3.2000,,,,,,,284.1,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,486,,,,3.2200,,,,,,,284.3,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,489,,,,3.2400,,,,,,,284.4,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,492,,,,3.2600,,,,,,,284.6,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,495,,,,3.2800,,,,,,,284.7,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,498,,,,3.3000,,,,,,,284.8,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,501,,,,3.3200,,,,,,,284.9,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,504,,,,3.3400,,,,,,,285.1,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,,,,"Scope 1/1, Sample 2/15",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 2/15",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,,,,,Meas. value,,,,,,,Temp.,,,,,dE,,,,,,,,,,,
,[s],,,,,,,,[mV],,,,,,,[°C],,,,,[mV],,,,,,,,,,,
,1,,,,,,,,-54.7,,,,,,,20.7,,,,,,,,,,,,,,,,
,2,,,,,,,,-54.7,,,,,,,20.7,,,,,0.0,,,,,,,,,,,
,3,,,,,,,,-54.7,,,,,,,20.7,,,,,0.0,,,,,,,,,,,
,4,,,,,,,,-54.7,,,,,,,20.7,,,,,0.0,,,,,,,,,,,
,5,,,,,,,,-54.7,,,,,,,20.7,,,,,0.0,,,,,,,,,,,
,6,,,,,,,,-54.7,,,,,,,20.7,,,,,0.0,,,,,,,,,,,
,7,,,,,,,,-54.7,,,,,,,20.7,,,,,0.0,,,,,,,,,,,
,8,,,,,,,,-54.7,,,,,,,20.7,,,,,0.0,,,,,,,,,,,
,9,,,,,,,,-54.8,,,,,,,20.7,,,,,-0.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,,,,"Scope 1/1, Sample 2/15",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 2/15",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 2/15",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,V,,,,,,Meas. value,,,dV,,,,Temp.,,,dE,,,,,,,EP,,,,,
,[s],,,[mL],,,,,,[mV],,,[mL],,,,[°C],,,[mV],,,,,,,,,,,,
,0,,,0.0000,,,,,,-54.8,,,,,,,20.7,,,,,,,,,,,,,,,
,1,,,0.0010,,,,,,-54.8,,,0.0010,,,,20.7,,,0.0,,,,,,,,,,,,
,2,,,0.0050,,,,,,-54.8,,,0.0040,,,,20.7,,,0.0,,,,,,,,,,,,
,3,,,0.0110,,,,,,-54.7,,,0.0060,,,,20.7,,,0.1,,,,,,,,,,,,
,4,,,0.0200,,,,,,-54.3,,,0.0090,,,,20.7,,,0.4,,,,,,,,,,,,
,5,,,0.0345,,,,,,-53.6,,,0.0145,,,,20.7,,,0.7,,,,,,,,,,,,
,6,,,0.0555,,,,,,-52.4,,,0.0210,,,,20.7,,,1.2,,,,,,,,,,,,
,7,,,0.0805,,,,,,-50.1,,,0.0250,,,,20.7,,,2.3,,,,,,,,,,,,
,8,,,0.1145,,,,,,-46.8,,,0.0340,,,,20.7,,,3.3,,,,,,,,,,,,
,9,,,0.1570,,,,,,-42.2,,,0.0425,,,,20.7,,,4.6,,,,,,,,,,,,
,10,,,0.2095,,,,,,-36.3,,,0.0525,,,,20.7,,,5.9,,,,,,,,,,,,
,11,,,0.2725,,,,,,-29.4,,,0.0630,,,,20.7,,,6.9,,,,,,,,,,,,
,12,,,0.3485,,,,,,-23.1,,,0.0760,,,,20.7,,,6.3,,,,,,,,,,,,
,13,,,0.4265,,,,,,-16.3,,,0.0780,,,,20.7,,,6.8,,,,,,,,,,,,
,14,,,0.5260,,,,,,-9.4,,,0.0995,,,,20.7,,,6.9,,,,,,,,,,,,
,15,,,0.6390,,,,,,-1.5,,,0.1130,,,,20.7,,,7.9,,,,,,,,,,,,
,16,,,0.7640,,,,,,8.4,,,0.1250,,,,20.7,,,9.9,,,,,,,,,,,,
,17,,,0.9010,,,,,,21.5,,,0.1370,,,,20.7,,,13.1,,,,,,,,,,,,
,18,,,1.0495,,,,,,44.3,,,0.1485,,,,20.7,,,22.8,,,,,,,,,,,,
,19,,,1.1940,,,,,,72.3,,,0.1445,,,,20.7,,,28.0,,,,,,,,,,,,
,20,,,1.3680,,,,,,123.7,,,0.1740,,,,20.7,,,51.4,,,,,,,,,,,,
,21,,,1.4590,,,,,,183.7,,,0.0910,,,,20.7,,,60.0,,,,,,,,,,,,
,22,,,1.4590,,,,,,209.6,,,0.0000,,,,20.7,,,25.9,,,,,,,,,,,,
,23,,,1.4590,,,,,,214.5,,,0.0000,,,,20.7,,,4.9,,,,,,,,,,,,
,24,,,1.4605,,,,,,215.4,,,0.0015,,,,20.8,,,0.9,,,,,,,,,,,,
,25,,,1.4635,,,,,,215.8,,,0.0030,,,,20.7,,,0.4,,,,,,,,,,,,
,26,,,1.4685,,,,,,216.3,,,0.0050,,,,20.8,,,0.5,,,,,,,,,,,,
,27,,,1.4755,,,,,,216.9,,,0.0070,,,,20.8,,,0.6,,,,,,,,,,,,
,28,,,1.4855,,,,,,217.6,,,0.0100,,,,20.8,,,0.7,,,,,,,,,,,,
,29,,,1.4985,,,,,,218.9,,,0.0130,,,,20.8,,,1.3,,,,,,,,,,,,
,30,,,1.5140,,,,,,220.3,,,0.0155,,,,20.8,,,1.4,,,,,,,,,,,,
,31,,,1.5265,,,,,,221.5,,,0.0125,,,,20.8,,,1.2,,,,,,,,,,,,
,32,,,1.5385,,,,,,222.7,,,0.0120,,,,20.8,,,1.2,,,,,,,,,,,,
,33,,,1.5490,,,,,,223.6,,,0.0105,,,,20.8,,,0.9,,,,,,,,,,,,
,34,,,1.5590,,,,,,224.5,,,0.0100,,,,20.8,,,0.9,,,,,,,,,,,,
,35,,,1.5705,,,,,,225.2,,,0.0115,,,,20.8,,,0.7,,,,,,,,,,,,
,36,,,1.5815,,,,,,226.0,,,0.0110,,,,20.8,,,0.8,,,,,,,,,,,,
,37,,,1.5915,,,,,,226.6,,,0.0100,,,,20.8,,,0.6,,,,,,,,,,,,
,38,,,1.6025,,,,,,227.5,,,0.0110,,,,20.8,,,0.9,,,,,,,,,,,,
,39,,,1.6060,,,,,,228.0,,,0.0035,,,,20.8,,,0.5,,,,,,,,,,,,
,40,,,1.6085,,,,,,228.3,,,0.0025,,,,20.8,,,0.3,,,,,,,,,,,,
,41,,,1.6120,,,,,,228.6,,,0.0035,,,,20.8,,,0.3,,,,,,,,,,,,
,42,,,1.6170,,,,,,228.8,,,0.0050,,,,20.8,,,0.2,,,,,,,,,,,,
,43,,,1.6225,,,,,,229.1,,,0.0055,,,,20.8,,,0.3,,,,,,,,,,,,
,44,,,1.6290,,,,,,229.5,,,0.0065,,,,20.8,,,0.4,,,,,,,,,,,,
,45,,,1.6335,,,,,,229.9,,,0.0045,,,,20.8,,,0.4,,,,,,,,,,,,
,46,,,1.6360,,,,,,230.2,,,0.0025,,,,20.8,,,0.3,,,,,,,,,,,,
,47,,,1.6390,,,,,,230.3,,,0.0030,,,,20.8,,,0.1,,,,,,,,,,,,
,48,,,1.6420,,,,,,230.5,,,0.0030,,,,20.8,,,0.2,,,,,,,,,,,,
,49,,,1.6450,,,,,,230.7,,,0.0030,,,,20.8,,,0.2,,,,,,,,,,,,
,50,,,1.6465,,,,,,230.8,,,0.0015,,,,20.8,,,0.1,,,,,,,,,,,,
,51,,,1.6480,,,,,,231.0,,,0.0015,,,,20.8,,,0.2,,,,,,,,,,,,
,52,,,1.6505,,,,,,231.0,,,0.0025,,,,20.8,,,0.0,,,,,,,,,,,,
,53,,,1.6535,,,,,,231.3,,,0.0030,,,,20.8,,,0.3,,,,,,,,,,,,
,54,,,1.6545,,,,,,231.4,,,0.0010,,,,20.8,,,0.1,,,,,,,,,,,,
,55,,,1.6560,,,,,,231.5,,,0.0015,,,,20.8,,,0.1,,,,,,,,,,,,
,56,,,1.6585,,,,,,231.6,,,0.0025,,,,20.8,,,0.1,,,,,,,,,,,,
,57,,,1.6615,,,,,,231.8,,,0.0030,,,,20.8,,,0.2,,,,,,,,,,,,
,58,,,1.6640,,,,,,232.0,,,0.0025,,,,20.8,,,0.2,,,,,,,,,,,,
,,,,1.6640,,,,,,232.0,,,,,,,,,,,,,,,,,EP,,,,,
,59,,,1.6650,,,,,,232.1,,,0.0010,,,,20.8,,,0.1,,,,,,,,,,,,
,60,,,1.6650,,,,,,232.1,,,0.0000,,,,20.8,,,0.0,,,,,,,,,,,,
,61,,,1.6650,,,,,,232.2,,,0.0000,,,,20.8,,,0.1,,,,,,,,,,,,
,62,,,1.6650,,,,,,232.2,,,0.0000,,,,20.8,,,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,,,,"Scope 1/1, Sample 2/15",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 2/15",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 2/15",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,V,,,,,,,Meas. value,,,dV,,,Temp.,,,,,,,dE,,,,,,,
,[s],,,,[mL],,,,,,,[mV],,,[mL],,,[°C],,,,,,,[mV],,,,,,,
,0,,,,0.0000,,,,,,,231.7,,,,,,21.1,,,,,,,,,,,,,,
,3,,,,0.0200,,,,,,,232.8,,,0.0200,,,21.1,,,,,,,1.1,,,,,,,
,6,,,,0.0400,,,,,,,233.9,,,0.0200,,,21.1,,,,,,,1.1,,,,,,,
,9,,,,0.0600,,,,,,,235.1,,,0.0200,,,21.1,,,,,,,1.2,,,,,,,
,12,,,,0.0800,,,,,,,236.2,,,0.0200,,,21.1,,,,,,,1.1,,,,,,,
,15,,,,0.1000,,,,,,,237.2,,,0.0200,,,21.1,,,,,,,1.0,,,,,,,
,18,,,,0.1200,,,,,,,238.2,,,0.0200,,,21.1,,,,,,,1.0,,,,,,,
,21,,,,0.1400,,,,,,,239.1,,,0.0200,,,21.1,,,,,,,0.9,,,,,,,
,24,,,,0.1600,,,,,,,240.0,,,0.0200,,,21.1,,,,,,,0.9,,,,,,,
,27,,,,0.1800,,,,,,,240.8,,,0.0200,,,21.1,,,,,,,0.8,,,,,,,
,30,,,,0.2000,,,,,,,241.7,,,0.0200,,,21.1,,,,,,,0.9,,,,,,,
,33,,,,0.2200,,,,,,,242.5,,,0.0200,,,21.1,,,,,,,0.8,,,,,,,
,36,,,,0.2400,,,,,,,243.3,,,0.0200,,,21.1,,,,,,,0.8,,,,,,,
,39,,,,0.2600,,,,,,,244.0,,,0.0200,,,21.1,,,,,,,0.7,,,,,,,
,42,,,,0.2800,,,,,,,244.8,,,0.0200,,,21.1,,,,,,,0.8,,,,,,,
,45,,,,0.3000,,,,,,,245.6,,,0.0200,,,21.1,,,,,,,0.8,,,,,,,
,48,,,,0.3200,,,,,,,246.3,,,0.0200,,,21.1,,,,,,,0.7,,,,,,,
,51,,,,0.3400,,,,,,,246.9,,,0.0200,,,21.1,,,,,,,0.6,,,,,,,
,54,,,,0.3600,,,,,,,247.6,,,0.0200,,,21.1,,,,,,,0.7,,,,,,,
,57,,,,0.3800,,,,,,,248.2,,,0.0200,,,21.1,,,,,,,0.6,,,,,,,
,60,,,,0.4000,,,,,,,248.8,,,0.0200,,,21.1,,,,,,,0.6,,,,,,,
,64,,,,0.4200,,,,,,,249.4,,,0.0200,,,21.1,,,,,,,0.6,,,,,,,
,66,,,,0.4400,,,,,,,250.0,,,0.0200,,,21.1,,,,,,,0.6,,,,,,,
,70,,,,0.4600,,,,,,,250.7,,,0.0200,,,21.1,,,,,,,0.7,,,,,,,
,72,,,,0.4800,,,,,,,251.2,,,0.0200,,,21.1,,,,,,,0.5,,,,,,,
,76,,,,0.5000,,,,,,,251.8,,,0.0200,,,21.1,,,,,,,0.6,,,,,,,
,78,,,,0.5200,,,,,,,252.3,,,0.0200,,,21.1,,,,,,,0.5,,,,,,,
,82,,,,0.5400,,,,,,,252.9,,,0.0200,,,21.1,,,,,,,0.6,,,,,,,
,84,,,,0.5600,,,,,,,253.4,,,0.0200,,,21.1,,,,,,,0.5,,,,,,,
,88,,,,0.5800,,,,,,,253.8,,,0.0200,,,21.1,,,,,,,0.4,,,,,,,
,91,,,,0.6000,,,,,,,254.3,,,0.0200,,,21.1,,,,,,,0.5,,,,,,,
,94,,,,0.6200,,,,,,,254.8,,,0.0200,,,21.1,,,,,,,0.5,,,,,,,
,97,,,,0.6400,,,,,,,255.3,,,0.0200,,,21.1,,,,,,,0.5,,,,,,,
,100,,,,0.6600,,,,,,,255.8,,,0.0200,,,21.1,,,,,,,0.5,,,,,,,
,103,,,,0.6800,,,,,,,256.3,,,0.0200,,,21.1,,,,,,,0.5,,,,,,,
,106,,,,0.7000,,,,,,,256.8,,,0.0200,,,21.1,,,,,,,0.5,,,,,,,
,109,,,,0.7200,,,,,,,257.2,,,0.0200,,,21.1,,,,,,,0.4,,,,,,,
,112,,,,0.7400,,,,,,,257.6,,,0.0200,,,21.1,,,,,,,0.4,,,,,,,
,115,,,,0.7600,,,,,,,258.0,,,0.0200,,,21.1,,,,,,,0.4,,,,,,,
,118,,,,0.7800,,,,,,,258.5,,,0.0200,,,21.1,,,,,,,0.5,,,,,,,
,121,,,,0.8000,,,,,,,258.8,,,0.0200,,,21.1,,,,,,,0.3,,,,,,,
,124,,,,0.8200,,,,,,,259.2,,,0.0200,,,21.1,,,,,,,0.4,,,,,,,
,127,,,,0.8400,,,,,,,259.6,,,0.0200,,,21.1,,,,,,,0.4,,,,,,,
,130,,,,0.8600,,,,,,,260.0,,,0.0200,,,21.1,,,,,,,0.4,,,,,,,
,133,,,,0.8800,,,,,,,260.4,,,0.0200,,,21.1,,,,,,,0.4,,,,,,,
,136,,,,0.9000,,,,,,,260.8,,,0.0200,,,21.1,,,,,,,0.4,,,,,,,
,139,,,,0.9200,,,,,,,261.2,,,0.0200,,,21.1,,,,,,,0.4,,,,,,,
,142,,,,0.9400,,,,,,,261.6,,,0.0200,,,21.1,,,,,,,0.4,,,,,,,
,145,,,,0.9600,,,,,,,261.9,,,0.0200,,,21.1,,,,,,,0.3,,,,,,,
,148,,,,0.9800,,,,,,,262.2,,,0.0200,,,21.1,,,,,,,0.3,,,,,,,
,151,,,,1.0000,,,,,,,262.6,,,0.0200,,,21.1,,,,,,,0.4,,,,,,,
,154,,,,1.0200,,,,,,,262.9,,,0.0200,,,21.1,,,,,,,0.3,,,,,,,
,157,,,,1.0400,,,,,,,263.3,,,0.0200,,,21.1,,,,,,,0.4,,,,,,,
,160,,,,1.0600,,,,,,,263.6,,,0.0200,,,21.1,,,,,,,0.3,,,,,,,
,163,,,,1.0800,,,,,,,264.0,,,0.0200,,,21.1,,,,,,,0.4,,,,,,,
,166,,,,1.1000,,,,,,,264.3,,,0.0200,,,21.1,,,,,,,0.3,,,,,,,
,169,,,,1.1200,,,,,,,264.7,,,0.0200,,,21.1,,,,,,,0.4,,,,,,,
,172,,,,1.1400,,,,,,,265.0,,,0.0200,,,21.1,,,,,,,0.3,,,,,,,
,175,,,,1.1600,,,,,,,265.3,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,178,,,,1.1800,,,,,,,265.6,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,181,,,,1.2000,,,,,,,265.9,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,184,,,,1.2200,,,,,,,266.2,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,187,,,,1.2400,,,,,,,266.5,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,190,,,,1.2600,,,,,,,266.8,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,193,,,,1.2800,,,,,,,267.0,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,196,,,,1.3000,,,,,,,267.3,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,199,,,,1.3200,,,,,,,267.7,,,0.0200,,,21.2,,,,,,,0.4,,,,,,,
,202,,,,1.3400,,,,,,,267.9,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,205,,,,1.3600,,,,,,,268.2,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,208,,,,1.3800,,,,,,,268.4,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,211,,,,1.4000,,,,,,,268.7,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,214,,,,1.4200,,,,,,,269.0,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,217,,,,1.4400,,,,,,,269.2,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,220,,,,1.4600,,,,,,,269.5,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,223,,,,1.4800,,,,,,,269.8,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,226,,,,1.5000,,,,,,,270.0,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,229,,,,1.5200,,,,,,,270.3,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,232,,,,1.5400,,,,,,,270.6,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,235,,,,1.5600,,,,,,,270.8,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,238,,,,1.5800,,,,,,,271.1,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,242,,,,1.6000,,,,,,,271.3,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,244,,,,1.6200,,,,,,,271.5,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,248,,,,1.6400,,,,,,,271.7,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,250,,,,1.6600,,,,,,,272.0,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,254,,,,1.6800,,,,,,,272.2,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,257,,,,1.7000,,,,,,,272.5,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,260,,,,1.7200,,,,,,,272.7,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,263,,,,1.7400,,,,,,,272.9,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,266,,,,1.7600,,,,,,,273.1,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,269,,,,1.7800,,,,,,,273.3,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,272,,,,1.8000,,,,,,,273.5,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,275,,,,1.8200,,,,,,,273.8,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,278,,,,1.8400,,,,,,,274.0,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,281,,,,1.8600,,,,,,,274.2,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,284,,,,1.8800,,,,,,,274.4,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,287,,,,1.9000,,,,,,,274.7,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,290,,,,1.9200,,,,,,,274.9,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,293,,,,1.9400,,,,,,,275.1,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,296,,,,1.9600,,,,,,,275.3,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,299,,,,1.9800,,,,,,,275.5,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,302,,,,2.0000,,,,,,,275.7,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,305,,,,2.0200,,,,,,,275.8,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,308,,,,2.0400,,,,,,,276.0,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,311,,,,2.0600,,,,,,,276.2,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,314,,,,2.0800,,,,,,,276.4,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,317,,,,2.1000,,,,,,,276.6,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,320,,,,2.1200,,,,,,,276.8,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,323,,,,2.1400,,,,,,,277.0,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,326,,,,2.1600,,,,,,,277.1,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,329,,,,2.1800,,,,,,,277.3,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,332,,,,2.2000,,,,,,,277.5,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,335,,,,2.2200,,,,,,,277.7,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,338,,,,2.2400,,,,,,,277.9,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,341,,,,2.2600,,,,,,,278.1,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,344,,,,2.2800,,,,,,,278.2,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
,347,,,,2.3000,,,,,,,278.4,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,350,,,,2.3200,,,,,,,278.6,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,353,,,,2.3400,,,,,,,278.8,,,0.0200,,,21.2,,,,,,,0.2,,,,,,,
,356,,,,2.3600,,,,,,,278.9,,,0.0200,,,21.2,,,,,,,0.1,,,,,,,
