,0,,,0.0000,,,,,,-36.7,,,,,,,19.4,,,,,,,,,,,,,,,
,1,,,0.0010,,,,,,-36.7,,,0.0010,,,,19.4,,,0.0,,,,,,,,,,,,
,2,,,0.0050,,,,,,-36.7,,,0.0040,,,,19.4,,,0.0,,,,,,,,,,,,
,3,,,0.0110,,,,,,-36.5,,,0.0060,,,,19.4,,,0.2,,,,,,,,,,,,
,4,,,0.0200,,,,,,-36.1,,,0.0090,,,,19.4,,,0.4,,,,,,,,,,,,
,5,,,0.0340,,,,,,-35.2,,,0.0140,,,,19.4,,,0.9,,,,,,,,,,,,
,6,,,0.0555,,,,,,-33.3,,,0.0215,,,,19.4,,,1.9,,,,,,,,,,,,
,7,,,0.0800,,,,,,-30.6,,,0.0245,,,,19.4,,,2.7,,,,,,,,,,,,
,8,,,0.1145,,,,,,-26.6,,,0.0345,,,,19.4,,,4.0,,,,,,,,,,,,
,9,,,0.1570,,,,,,-21.2,,,0.0425,,,,19.4,,,5.4,,,,,,,,,,,,
,10,,,0.2080,,,,,,-15.4,,,0.0510,,,,19.4,,,5.8,,,,,,,,,,,,
,11,,,0.2705,,,,,,-9.5,,,0.0625,,,,19.4,,,5.9,,,,,,,,,,,,
,12,,,0.3450,,,,,,-2.9,,,0.0745,,,,19.4,,,6.6,,,,,,,,,,,,
,13,,,0.4220,,,,,,3.4,,,0.0770,,,,19.4,,,6.3,,,,,,,,,,,,
,14,,,0.5205,,,,,,11.9,,,0.0985,,,,19.4,,,8.5,,,,,,,,,,,,
,15,,,0.6325,,,,,,22.1,,,0.1120,,,,19.4,,,10.2,,,,,,,,,,,,
,16,,,0.7575,,,,,,35.3,,,0.1250,,,,19.4,,,13.2,,,,,,,,,,,,
,17,,,0.8945,,,,,,53.8,,,0.1370,,,,19.4,,,18.5,,,,,,,,,,,,
,18,,,1.0435,,,,,,80.3,,,0.1490,,,,19.4,,,26.5,,,,,,,,,,,,
,19,,,1.1865,,,,,,113.7,,,0.1430,,,,19.4,,,33.4,,,,,,,,,,,,
,20,,,1.3205,,,,,,171.6,,,0.1340,,,,19.4,,,57.9,,,,,,,,,,,,
,21,,,1.3210,,,,,,206.2,,,0.0005,,,,19.5,,,34.6,,,,,,,,,,,,
,22,,,1.3210,,,,,,213.9,,,0.0000,,,,19.5,,,7.7,,,,,,,,,,,,
,23,,,1.3220,,,,,,215.7,,,0.0010,,,,19.5,,,1.8,,,,,,,,,,,,
,24,,,1.3250,,,,,,216.4,,,0.0030,,,,19.5,,,0.7,,,,,,,,,,,,
,25,,,1.3290,,,,,,216.9,,,0.0040,,,,19.5,,,0.5,,,,,,,,,,,,
,26,,,1.3350,,,,,,217.5,,,0.0060,,,,19.5,,,0.6,,,,,,,,,,,,
,27,,,1.3440,,,,,,218.4,,,0.0090,,,,19.5,,,0.9,,,,,,,,,,,,
,28,,,1.3565,,,,,,219.4,,,0.0125,,,,19.5,,,1.0,,,,,,,,,,,,
,29,,,1.3710,,,,,,220.7,,,0.0145,,,,19.5,,,1.3,,,,,,,,,,,,
,30,,,1.3885,,,,,,222.0,,,0.0175,,,,19.5,,,1.3,,,,,,,,,,,,
,31,,,1.4045,,,,,,223.4,,,0.0160,,,,19.5,,,1.4,,,,,,,,,,,,
,32,,,1.4210,,,,,,224.7,,,0.0165,,,,19.5,,,1.3,,,,,,,,,,,,
,33,,,1.4330,,,,,,226.1,,,0.0120,,,,19.5,,,1.4,,,,,,,,,,,,
,34,,,1.4405,,,,,,227.0,,,0.0075,,,,19.5,,,0.9,,,,,,,,,,,,
,35,,,1.4480,,,,,,227.7,,,0.0075,,,,19.5,,,0.7,,,,,,,,,,,,
,36,,,1.4570,,,,,,228.2,,,0.0090,,,,19.5,,,0.5,,,,,,,,,,,,
,37,,,1.4665,,,,,,228.9,,,0.0095,,,,19.5,,,0.7,,,,,,,,,,,,
,38,,,1.4775,,,,,,229.6,,,0.0110,,,,19.5,,,0.7,,,,,,,,,,,,
,39,,,1.4860,,,,,,230.4,,,0.0085,,,,19.5,,,0.8,,,,,,,,,,,,
,40,,,1.4905,,,,,,230.9,,,0.0045,,,,19.5,,,0.5,,,,,,,,,,,,
,41,,,1.4940,,,,,,231.3,,,0.0035,,,,19.5,,,0.4,,,,,,,,,,,,
,42,,,1.4985,,,,,,231.6,,,0.0045,,,,19.5,,,0.3,,,,,,,,,,,,
,43,,,1.5035,,,,,,232.0,,,0.0050,,,,19.5,,,0.4,,,,,,,,,,,,
,44,,,1.5100,,,,,,232.3,,,0.0065,,,,19.5,,,0.3,,,,,,,,,,,,
,45,,,1.5150,,,,,,232.7,,,0.0050,,,,19.5,,,0.4,,,,,,,,,,,,
,46,,,1.5190,,,,,,233.0,,,0.0040,,,,19.5,,,0.3,,,,,,,,,,,,
,47,,,1.5210,,,,,,233.2,,,0.0020,,,,19.5,,,0.2,,,,,,,,,,,,
,48,,,1.5240,,,,,,233.4,,,0.0030,,,,19.5,,,0.2,,,,,,,,,,,,
,49,,,1.5265,,,,,,233.5,,,0.0025,,,,19.5,,,0.1,,,,,,,,,,,,
,50,,,1.5300,,,,,,233.7,,,0.0035,,,,19.5,,,0.2,,,,,,,,,,,,
,51,,,1.5320,,,,,,233.9,,,0.0020,,,,19.5,,,0.2,,,,,,,,,,,,
,52,,,1.5335,,,,,,234.0,,,0.0015,,,,19.5,,,0.1,,,,,,,,,,,,
,53,,,1.5355,,,,,,234.2,,,0.0020,,,,19.5,,,0.2,,,,,,,,,,,,
,54,,,1.5380,,,,,,234.2,,,0.0025,,,,19.5,,,0.0,,,,,,,,,,,,
,55,,,1.5405,,,,,,234.4,,,0.0025,,,,19.5,,,0.2,,,,,,,,,,,,
,56,,,1.5420,,,,,,234.6,,,0.0015,,,,19.5,,,0.2,,,,,,,,,,,,
,57,,,1.5445,,,,,,234.7,,,0.0025,,,,19.5,,,0.1,,,,,,,,,,,,
,58,,,1.5475,,,,,,234.8,,,0.0030,,,,19.5,,,0.1,,,,,,,,,,,,
,59,,,1.5500,,,,,,235.0,,,0.0025,,,,19.5,,,0.2,,,,,,,,,,,,
,,,,1.5500,,,,,,235.0,,,,,,,,,,,,,,,,,EP,,,,,
,60,,,1.5505,,,,,,235.1,,,0.0005,,,,19.5,,,0.1,,,,,,,,,,,,
,61,,,1.5505,,,,,,235.1,,,0.0000,,,,19.5,,,0.0,,,,,,,,,,,,
,62,,,1.5505,,,,,,235.1,,,0.0000,,,,19.5,,,0.0,,,,,,,,,,,,
,62,,,1.5505,,,,,,235.2,,,0.0000,,,,19.5,,,0.1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,,,,"Scope 1/1, Sample 5/13",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 5/13",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 5/13",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,V,,,,,,,Meas. value,,,dV,,,Temp.,,,,,,,dE,,,,,,,
,[s],,,,[mL],,,,,,,[mV],,,[mL],,,[°C],,,,,,,[mV],,,,,,,
,0,,,,0.0000,,,,,,,235.8,,,,,,19.7,,,,,,,,,,,,,,
,3,,,,0.0200,,,,,,,236.6,,,0.0200,,,19.7,,,,,,,0.8,,,,,,,
,6,,,,0.0400,,,,,,,237.7,,,0.0200,,,19.7,,,,,,,1.1,,,,,,,
,9,,,,0.0600,,,,,,,238.7,,,0.0200,,,19.7,,,,,,,1.0,,,,,,,
,12,,,,0.0800,,,,,,,239.6,,,0.0200,,,19.7,,,,,,,0.9,,,,,,,
,15,,,,0.1000,,,,,,,240.6,,,0.0200,,,19.7,,,,,,,1.0,,,,,,,
,18,,,,0.1200,,,,,,,241.5,,,0.0200,,,19.7,,,,,,,0.9,,,,,,,
,21,,,,0.1400,,,,,,,242.4,,,0.0200,,,19.7,,,,,,,0.9,,,,,,,
,24,,,,0.1600,,,,,,,243.2,,,0.0200,,,19.7,,,,,,,0.8,,,,,,,
,27,,,,0.1800,,,,,,,244.0,,,0.0200,,,19.7,,,,,,,0.8,,,,,,,
,30,,,,0.2000,,,,,,,244.8,,,0.0200,,,19.7,,,,,,,0.8,,,,,,,
,33,,,,0.2200,,,,,,,245.5,,,0.0200,,,19.7,,,,,,,0.7,,,,,,,
,36,,,,0.2400,,,,,,,246.2,,,0.0200,,,19.7,,,,,,,0.7,,,,,,,
,39,,,,0.2600,,,,,,,246.9,,,0.0200,,,19.7,,,,,,,0.7,,,,,,,
,42,,,,0.2800,,,,,,,247.7,,,0.0200,,,19.7,,,,,,,0.8,,,,,,,
,45,,,,0.3000,,,,,,,248.4,,,0.0200,,,19.7,,,,,,,0.7,,,,,,,
,48,,,,0.3200,,,,,,,249.0,,,0.0200,,,19.7,,,,,,,0.6,,,,,,,
,51,,,,0.3400,,,,,,,249.7,,,0.0200,,,19.7,,,,,,,0.7,,,,,,,
,54,,,,0.3600,,,,,,,250.3,,,0.0200,,,19.7,,,,,,,0.6,,,,,,,
,57,,,,0.3800,,,,,,,250.9,,,0.0200,,,19.7,,,,,,,0.6,,,,,,,
,60,,,,0.4000,,,,,,,251.4,,,0.0200,,,19.7,,,,,,,0.5,,,,,,,
,64,,,,0.4200,,,,,,,252.0,,,0.0200,,,19.7,,,,,,,0.6,,,,,,,
,66,,,,0.4400,,,,,,,252.6,,,0.0200,,,19.7,,,,,,,0.6,,,,,,,
,70,,,,0.4600,,,,,,,253.1,,,0.0200,,,19.7,,,,,,,0.5,,,,,,,
,72,,,,0.4800,,,,,,,253.7,,,0.0200,,,19.7,,,,,,,0.6,,,,,,,
,76,,,,0.5000,,,,,,,254.2,,,0.0200,,,19.7,,,,,,,0.5,,,,,,,
,78,,,,0.5200,,,,,,,254.8,,,0.0200,,,19.7,,,,,,,0.6,,,,,,,
,82,,,,0.5400,,,,,,,255.3,,,0.0200,,,19.7,,,,,,,0.5,,,,,,,
,84,,,,0.5600,,,,,,,255.8,,,0.0200,,,19.7,,,,,,,0.5,,,,,,,
,88,,,,0.5800,,,,,,,256.2,,,0.0200,,,19.7,,,,,,,0.4,,,,,,,
,91,,,,0.6000,,,,,,,256.7,,,0.0200,,,19.7,,,,,,,0.5,,,,,,,
,94,,,,0.6200,,,,,,,257.1,,,0.0200,,,19.7,,,,,,,0.4,,,,,,,
,97,,,,0.6400,,,,,,,257.6,,,0.0200,,,19.7,,,,,,,0.5,,,,,,,
,100,,,,0.6600,,,,,,,258.1,,,0.0200,,,19.7,,,,,,,0.5,,,,,,,
,103,,,,0.6800,,,,,,,258.5,,,0.0200,,,19.7,,,,,,,0.4,,,,,,,
,106,,,,0.7000,,,,,,,258.9,,,0.0200,,,19.7,,,,,,,0.4,,,,,,,
,109,,,,0.7200,,,,,,,259.3,,,0.0200,,,19.7,,,,,,,0.4,,,,,,,
,112,,,,0.7400,,,,,,,259.8,,,0.0200,,,19.7,,,,,,,0.5,,,,,,,
,115,,,,0.7600,,,,,,,260.2,,,0.0200,,,19.7,,,,,,,0.4,,,,,,,
,118,,,,0.7800,,,,,,,260.6,,,0.0200,,,19.7,,,,,,,0.4,,,,,,,
,121,,,,0.8000,,,,,,,261.0,,,0.0200,,,19.7,,,,,,,0.4,,,,,,,
,124,,,,0.8200,,,,,,,261.3,,,0.0200,,,19.7,,,,,,,0.3,,,,,,,
,127,,,,0.8400,,,,,,,261.7,,,0.0200,,,19.7,,,,,,,0.4,,,,,,,
,130,,,,0.8600,,,,,,,262.1,,,0.0200,,,19.7,,,,,,,0.4,,,,,,,
,133,,,,0.8800,,,,,,,262.5,,,0.0200,,,19.7,,,,,,,0.4,,,,,,,
,136,,,,0.9000,,,,,,,262.9,,,0.0200,,,19.7,,,,,,,0.4,,,,,,,
,139,,,,0.9200,,,,,,,263.2,,,0.0200,,,19.7,,,,,,,0.3,,,,,,,
,142,,,,0.9400,,,,,,,263.6,,,0.0200,,,19.8,,,,,,,0.4,,,,,,,
,145,,,,0.9600,,,,,,,263.9,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,148,,,,0.9800,,,,,,,264.3,,,0.0200,,,19.8,,,,,,,0.4,,,,,,,
,151,,,,1.0000,,,,,,,264.6,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,154,,,,1.0200,,,,,,,265.0,,,0.0200,,,19.8,,,,,,,0.4,,,,,,,
,157,,,,1.0400,,,,,,,265.3,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,160,,,,1.0600,,,,,,,265.6,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,163,,,,1.0800,,,,,,,266.0,,,0.0200,,,19.8,,,,,,,0.4,,,,,,,
,166,,,,1.1000,,,,,,,266.3,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,169,,,,1.1200,,,,,,,266.6,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,172,,,,1.1400,,,,,,,266.9,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,175,,,,1.1600,,,,,,,267.2,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,178,,,,1.1800,,,,,,,267.5,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,181,,,,1.2000,,,,,,,267.8,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,184,,,,1.2200,,,,,,,268.1,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,187,,,,1.2400,,,,,,,268.4,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,190,,,,1.2600,,,,,,,268.7,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,193,,,,1.2800,,,,,,,269.0,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,196,,,,1.3000,,,,,,,269.3,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,199,,,,1.3200,,,,,,,269.5,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,202,,,,1.3400,,,,,,,269.8,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,205,,,,1.3600,,,,,,,270.0,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,208,,,,1.3800,,,,,,,270.3,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,211,,,,1.4000,,,,,,,270.6,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,214,,,,1.4200,,,,,,,270.8,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,217,,,,1.4400,,,,,,,271.1,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,220,,,,1.4600,,,,,,,271.3,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,223,,,,1.4800,,,,,,,271.6,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,226,,,,1.5000,,,,,,,271.8,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,230,,,,1.5200,,,,,,,272.1,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,232,,,,1.5400,,,,,,,272.4,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,236,,,,1.5600,,,,,,,272.6,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,238,,,,1.5800,,,,,,,272.8,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,242,,,,1.6000,,,,,,,273.0,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,244,,,,1.6200,,,,,,,273.3,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,248,,,,1.6400,,,,,,,273.5,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,250,,,,1.6600,,,,,,,273.7,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,254,,,,1.6800,,,,,,,274.0,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,257,,,,1.7000,,,,,,,274.2,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,260,,,,1.7200,,,,,,,274.4,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,263,,,,1.7400,,,,,,,274.7,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,266,,,,1.7600,,,,,,,274.9,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,269,,,,1.7800,,,,,,,275.1,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,272,,,,1.8000,,,,,,,275.3,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,275,,,,1.8200,,,,,,,275.5,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,278,,,,1.8400,,,,,,,275.7,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,281,,,,1.8600,,,,,,,275.9,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,284,,,,1.8800,,,,,,,276.1,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,287,,,,1.9000,,,,,,,276.4,,,0.0200,,,19.8,,,,,,,0.3,,,,,,,
,290,,,,1.9200,,,,,,,276.6,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,293,,,,1.9400,,,,,,,276.8,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,296,,,,1.9600,,,,,,,276.9,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,299,,,,1.9800,,,,,,,277.1,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,302,,,,2.0000,,,,,,,277.3,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,305,,,,2.0200,,,,,,,277.5,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,308,,,,2.0400,,,,,,,277.7,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,311,,,,2.0600,,,,,,,277.9,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,314,,,,2.0800,,,,,,,278.1,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,317,,,,2.1000,,,,,,,278.3,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,320,,,,2.1200,,,,,,,278.4,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,323,,,,2.1400,,,,,,,278.6,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,326,,,,2.1600,,,,,,,278.8,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,329,,,,2.1800,,,,,,,279.0,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,332,,,,2.2000,,,,,,,279.2,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,335,,,,2.2200,,,,,,,279.4,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,338,,,,2.2400,,,,,,,279.5,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,341,,,,2.2600,,,,,,,279.7,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,344,,,,2.2800,,,,,,,279.9,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,347,,,,2.3000,,,,,,,280.1,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,350,,,,2.3200,,,,,,,280.2,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,353,,,,2.3400,,,,,,,280.4,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,356,,,,2.3600,,,,,,,280.6,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,359,,,,2.3800,,,,,,,280.7,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,362,,,,2.4000,,,,,,,280.9,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,365,,,,2.4200,,,,,,,281.0,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,368,,,,2.4400,,,,,,,281.2,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,371,,,,2.4600,,,,,,,281.4,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,374,,,,2.4800,,,,,,,281.5,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,377,,,,2.5000,,,,,,,281.7,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,380,,,,2.5200,,,,,,,281.8,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,383,,,,2.5400,,,,,,,282.0,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,386,,,,2.5600,,,,,,,282.2,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,389,,,,2.5800,,,,,,,282.3,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,392,,,,2.6000,,,,,,,282.4,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,395,,,,2.6200,,,,,,,282.6,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,398,,,,2.6400,,,,,,,282.7,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,401,,,,2.6600,,,,,,,282.9,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,404,,,,2.6800,,,,,,,283.1,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,408,,,,2.7000,,,,,,,283.3,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,410,,,,2.7200,,,,,,,283.4,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,414,,,,2.7400,,,,,,,283.5,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,417,,,,2.7600,,,,,,,283.6,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,420,,,,2.7800,,,,,,,283.8,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,423,,,,2.8000,,,,,,,283.9,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,426,,,,2.8200,,,,,,,284.1,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,429,,,,2.8400,,,,,,,284.3,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,432,,,,2.8600,,,,,,,284.4,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,435,,,,2.8800,,,,,,,284.5,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,438,,,,2.9000,,,,,,,284.6,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,441,,,,2.9200,,,,,,,284.7,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,444,,,,2.9400,,,,,,,284.9,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,447,,,,2.9600,,,,,,,285.1,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,450,,,,2.9800,,,,,,,285.2,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,453,,,,3.0000,,,,,,,285.3,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,456,,,,3.0200,,,,,,,285.5,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,459,,,,3.0400,,,,,,,285.6,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,462,,,,3.0600,,,,,,,285.7,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,465,,,,3.0800,,,,,,,285.8,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,468,,,,3.1000,,,,,,,286.0,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,471,,,,3.1200,,,,,,,286.1,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,474,,,,3.1400,,,,,,,286.3,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,477,,,,3.1600,,,,,,,286.4,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,480,,,,3.1800,,,,,,,286.5,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,483,,,,3.2000,,,,,,,286.6,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,486,,,,3.2200,,,,,,,286.8,,,0.0200,,,19.8,,,,,,,0.2,,,,,,,
,489,,,,3.2400,,,,,,,286.9,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,492,,,,3.2600,,,,,,,287.0,,,0.0200,,,19.8,,,,,,,0.1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,,,,"Scope 1/1, Sample 6/13",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 6/13",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,,,,,Meas. value,,,,,,,Temp.,,,,,dE,,,,,,,,,,,
,[s],,,,,,,,[mV],,,,,,,[°C],,,,,[mV],,,,,,,,,,,
,1,,,,,,,,-36.9,,,,,,,19.4,,,,,,,,,,,,,,,,
,2,,,,,,,,-36.9,,,,,,,19.4,,,,,0.0,,,,,,,,,,,
,3,,,,,,,,-36.9,,,,,,,19.4,,,,,0.0,,,,,,,,,,,
,4,,,,,,,,-36.9,,,,,,,19.4,,,,,0.0,,,,,,,,,,,
,5,,,,,,,,-37.0,,,,,,,19.4,,,,,-0.1,,,,,,,,,,,
,6,,,,,,,,-37.0,,,,,,,19.4,,,,,0.0,,,,,,,,,,,
,7,,,,,,,,-37.0,,,,,,,19.4,,,,,0.0,,,,,,,,,,,
,8,,,,,,,,-37.0,,,,,,,19.4,,,,,0.0,,,,,,,,,,,
,9,,,,,,,,-37.0,,,,,,,19.4,,,,,0.0,,,,,,,,,,,
,10,,,,,,,,-37.0,,,,,,,19.4,,,,,0.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,,,,"Scope 1/1, Sample 6/13",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 6/13",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 6/13",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,V,,,,,,Meas. value,,,dV,,,,Temp.,,,dE,,,,,,,EP,,,,,
,[s],,,[mL],,,,,,[mV],,,[mL],,,,[°C],,,[mV],,,,,,,,,,,,
,0,,,0.0000,,,,,,-37.1,,,,,,,19.4,,,,,,,,,,,,,,,
,1,,,0.0015,,,,,,-37.1,,,0.0015,,,,19.4,,,0.0,,,,,,,,,,,,
,2,,,0.0055,,,,,,-37.1,,,0.0040,,,,19.4,,,0.0,,,,,,,,,,,,
,3,,,0.0110,,,,,,-37.0,,,0.0055,,,,19.4,,,0.1,,,,,,,,,,,,
,4,,,0.0195,,,,,,-36.7,,,0.0085,,,,19.4,,,0.3,,,,,,,,,,,,
,5,,,0.0335,,,,,,-35.9,,,0.0140,,,,19.4,,,0.8,,,,,,,,,,,,
,6,,,0.0540,,,,,,-34.3,,,0.0205,,,,19.4,,,1.6,,,,,,,,,,,,
,7,,,0.0820,,,,,,-31.8,,,0.0280,,,,19.4,,,2.5,,,,,,,,,,,,
,8,,,0.1165,,,,,,-28.0,,,0.0345,,,,19.4,,,3.8,,,,,,,,,,,,
,9,,,0.1555,,,,,,-23.4,,,0.0390,,,,19.4,,,4.6,,,,,,,,,,,,
,10,,,0.2070,,,,,,-17.6,,,0.0515,,,,19.4,,,5.8,,,,,,,,,,,,
,11,,,0.2695,,,,,,-11.8,,,0.0625,,,,19.4,,,5.8,,,,,,,,,,,,
,12,,,0.3445,,,,,,-5.7,,,0.0750,,,,19.4,,,6.1,,,,,,,,,,,,
,13,,,0.4320,,,,,,0.3,,,0.0875,,,,19.4,,,6.0,,,,,,,,,,,,
